Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD3433,24,Male,Postgraduate,Law,Yes,5,3,Yes,Economics,Intermediate,3,No,4,High,No,Negative,Yes,Oceania,No
STUD3434,24,Non-binary,Undergraduate,Arts,No,7,3,Yes,Computer Science,Advanced,3,Yes,1,Medium,Yes,Positive,Yes,Oceania,Yes
STUD3449,24,Female,Undergraduate,Law,No,8,3,Yes,Biology,Beginner,4,No,1,Medium,Yes,Negative,No,Africa,No
STUD3474,24,Male,Undergraduate,Business,Yes,4,4,Yes,Art,Beginner,2,No,1,High,Yes,Neutral,No,Asia,No
STUD3478,24,Prefer not to say,High School,Education,Yes,6,3,Yes,Computer Science,Advanced,3,Yes,5,Low,No,Negative,Yes,Asia,Yes
STUD3481,24,Non-binary,Postgraduate,Engineering,No,3,3,No,Biology,Beginner,1,Yes,2,Low,No,Negative,No,South America,Yes
STUD3487,24,Prefer not to say,Postgraduate,Engineering,No,4,2,Yes,Art,Advanced,5,Yes,1,Medium,No,Neutral,Yes,Europe,No
STUD3490,24,Non-binary,Undergraduate,Medicine,No,0,1,Yes,Math,Advanced,1,No,1,High,No,Positive,No,Europe,No
STUD3504,24,Prefer not to say,Postgraduate,Arts,Yes,8,3,No,Math,Advanced,5,No,5,High,Yes,Positive,No,North America,No
STUD3511,24,Prefer not to say,Postgraduate,Education,No,1,2,No,Economics,Beginner,4,Yes,1,Low,Yes,Neutral,No,North America,Yes
STUD3519,24,Male,Postgraduate,Medicine,No,7,3,No,Physics,Advanced,5,Yes,2,Low,Yes,Neutral,No,Asia,No
STUD3528,24,Female,Postgraduate,Education,Yes,2,5,No,Economics,Beginner,2,No,3,Low,No,Neutral,Yes,Europe,Yes
STUD3541,24,Non-binary,Undergraduate,Education,Yes,0,3,No,Math,Beginner,5,No,3,Medium,Yes,Positive,Yes,Oceania,No
STUD3544,24,Female,Undergraduate,Engineering,Yes,6,5,Yes,Physics,Beginner,3,No,5,High,Yes,Neutral,No,Asia,Yes
STUD3553,24,Female,Postgraduate,Education,No,5,5,No,Economics,Advanced,5,Yes,1,Low,Yes,Neutral,Yes,Asia,Yes
STUD3583,24,Female,High School,Science,Yes,5,2,Yes,Art,Intermediate,2,No,1,Low,No,Neutral,Yes,North America,No
STUD3588,24,Non-binary,Postgraduate,Education,Yes,1,3,Yes,Physics,Intermediate,1,No,4,Medium,No,Positive,Yes,South America,Yes
STUD3610,24,Prefer not to say,Postgraduate,Engineering,No,10,2,No,Computer Science,Beginner,1,No,1,High,Yes,Negative,Yes,North America,No
STUD3632,24,Prefer not to say,Postgraduate,Business,No,4,3,No,Computer Science,Beginner,3,No,5,Low,No,Positive,No,Europe,No
STUD3656,24,Prefer not to say,Postgraduate,Business,No,5,1,No,Physics,Intermediate,2,Yes,4,Low,No,Negative,No,Asia,Yes
STUD3708,24,Prefer not to say,Undergraduate,Medicine,Yes,3,1,Yes,History,Beginner,3,No,2,Medium,Yes,Positive,Yes,North America,Yes
STUD3711,24,Prefer not to say,Undergraduate,Engineering,No,0,1,Yes,Computer Science,Intermediate,5,No,5,Low,No,Neutral,Yes,South America,Yes
STUD3756,24,Prefer not to say,Undergraduate,Law,No,10,1,No,History,Beginner,4,No,4,Low,Yes,Positive,Yes,Africa,No
STUD3760,24,Prefer not to say,Postgraduate,Education,Yes,6,3,No,History,Advanced,5,No,1,High,No,Positive,Yes,South America,No
STUD3764,24,Non-binary,High School,Engineering,Yes,4,2,Yes,Physics,Intermediate,5,Yes,5,High,No,Neutral,No,North America,Yes
STUD3771,24,Female,High School,Science,No,7,5,Yes,Biology,Intermediate,1,Yes,3,High,Yes,Positive,No,Oceania,Yes
STUD3805,24,Prefer not to say,Postgraduate,Education,No,2,4,No,History,Intermediate,5,Yes,1,Low,Yes,Negative,No,South America,Yes
STUD3837,24,Prefer not to say,Postgraduate,Science,No,4,1,Yes,Art,Advanced,2,No,2,Medium,Yes,Negative,No,Asia,No
STUD3839,24,Female,Postgraduate,Education,No,6,3,Yes,Biology,Beginner,1,No,1,Low,No,Negative,No,Europe,No
STUD3843,24,Prefer not to say,Undergraduate,Law,Yes,3,2,Yes,History,Intermediate,4,Yes,2,High,No,Negative,Yes,South America,No
STUD3845,24,Non-binary,Undergraduate,Engineering,No,0,4,No,Art,Intermediate,4,Yes,5,High,No,Neutral,Yes,Europe,No
STUD3865,24,Female,High School,Engineering,No,5,3,Yes,Biology,Advanced,2,No,1,Low,Yes,Neutral,No,Oceania,No
STUD3895,24,Male,Postgraduate,Science,No,10,3,No,Physics,Intermediate,1,Yes,1,High,No,Positive,No,Oceania,No
STUD3920,24,Prefer not to say,High School,Education,No,5,1,No,History,Beginner,5,Yes,5,Medium,No,Neutral,No,South America,No
STUD3922,24,Male,High School,Arts,No,1,4,Yes,Physics,Beginner,3,Yes,2,Low,Yes,Negative,No,Asia,Yes
STUD3949,24,Female,High School,Science,Yes,8,4,Yes,Art,Beginner,3,Yes,1,Low,Yes,Negative,No,Oceania,Yes
STUD3968,24,Prefer not to say,Undergraduate,Arts,No,0,2,Yes,Biology,Beginner,2,No,3,Low,No,Negative,Yes,Asia,No
STUD3979,24,Prefer not to say,Postgraduate,Arts,Yes,1,3,No,Economics,Beginner,1,No,4,Medium,No,Positive,Yes,Europe,Yes
STUD4007,24,Male,High School,Arts,Yes,5,2,Yes,History,Beginner,5,Yes,2,Low,No,Positive,No,Europe,Yes
STUD4014,24,Male,Undergraduate,Law,Yes,0,5,No,Computer Science,Advanced,1,Yes,1,High,Yes,Positive,No,Asia,Yes
STUD4019,24,Male,High School,Business,Yes,5,5,No,Art,Beginner,2,Yes,3,Medium,No,Negative,No,South America,No
STUD4029,24,Non-binary,Undergraduate,Education,No,3,1,No,Economics,Beginner,2,Yes,3,Medium,Yes,Positive,Yes,Europe,No
STUD4046,24,Non-binary,Undergraduate,Science,No,10,3,No,Computer Science,Beginner,5,No,1,Low,Yes,Negative,No,Asia,Yes
STUD4062,24,Non-binary,Postgraduate,Medicine,Yes,9,3,No,Computer Science,Intermediate,4,No,1,Medium,Yes,Neutral,No,Asia,No
STUD4073,24,Female,High School,Business,No,8,5,Yes,Economics,Intermediate,4,Yes,2,Low,Yes,Neutral,Yes,Oceania,No
STUD4079,24,Non-binary,Postgraduate,Medicine,Yes,9,5,No,Economics,Beginner,1,No,5,Low,No,Neutral,Yes,Africa,Yes
STUD4087,24,Non-binary,Undergraduate,Engineering,Yes,0,1,Yes,Biology,Beginner,4,Yes,4,High,No,Negative,No,North America,Yes
STUD4108,24,Prefer not to say,High School,Science,Yes,1,4,No,Economics,Intermediate,2,No,5,High,No,Positive,No,Africa,Yes
STUD4119,24,Prefer not to say,Undergraduate,Business,Yes,6,1,Yes,Biology,Intermediate,4,Yes,5,Medium,No,Neutral,Yes,South America,No
STUD4126,24,Non-binary,High School,Education,Yes,9,4,Yes,Math,Beginner,4,No,2,Medium,Yes,Negative,No,Europe,Yes
STUD4127,24,Non-binary,High School,Law,Yes,4,1,No,Art,Intermediate,1,No,4,Low,No,Negative,Yes,South America,Yes
STUD4147,24,Female,Undergraduate,Law,Yes,8,1,Yes,Math,Advanced,1,Yes,1,Medium,Yes,Negative,Yes,Europe,Yes
STUD4153,24,Non-binary,Undergraduate,Medicine,No,5,3,No,Economics,Beginner,4,No,3,High,No,Negative,Yes,Africa,No
STUD4159,24,Non-binary,Postgraduate,Business,Yes,6,3,No,Math,Beginner,1,No,4,Medium,Yes,Neutral,No,Europe,No
STUD4165,24,Prefer not to say,High School,Education,Yes,7,3,No,Economics,Beginner,4,Yes,3,Medium,No,Positive,No,Oceania,Yes
STUD4203,24,Male,Undergraduate,Education,Yes,1,4,No,Biology,Advanced,1,No,3,High,Yes,Negative,No,Asia,No
STUD4238,24,Prefer not to say,Postgraduate,Law,Yes,4,4,Yes,Computer Science,Advanced,1,No,5,Medium,No,Negative,No,Africa,No
STUD4262,24,Prefer not to say,High School,Science,No,2,4,No,Math,Intermediate,5,Yes,5,High,Yes,Positive,No,Europe,Yes
STUD4265,24,Female,High School,Education,Yes,7,2,No,Math,Advanced,3,Yes,5,High,No,Negative,No,North America,Yes
STUD4267,24,Female,Undergraduate,Business,No,10,3,Yes,Biology,Advanced,4,No,1,Medium,Yes,Neutral,No,North America,No
STUD4275,24,Male,High School,Medicine,No,8,5,No,Biology,Beginner,4,Yes,5,High,No,Positive,Yes,Asia,Yes
STUD4286,24,Prefer not to say,Undergraduate,Science,No,9,2,Yes,History,Beginner,3,No,1,Low,Yes,Positive,No,Asia,Yes
STUD4296,24,Male,High School,Business,No,1,1,Yes,Physics,Intermediate,1,No,3,High,No,Negative,Yes,Africa,Yes
STUD4312,24,Male,Undergraduate,Law,Yes,8,3,Yes,Physics,Beginner,1,Yes,2,High,Yes,Positive,No,Europe,Yes
STUD4373,24,Non-binary,Postgraduate,Education,No,9,4,No,Computer Science,Beginner,4,Yes,5,Low,Yes,Positive,Yes,South America,Yes
STUD4379,24,Female,Undergraduate,Science,Yes,5,1,No,Economics,Beginner,3,Yes,4,Low,Yes,Neutral,Yes,Asia,Yes
STUD4380,24,Prefer not to say,Undergraduate,Education,Yes,8,2,Yes,Physics,Beginner,2,No,4,Low,Yes,Positive,No,Africa,Yes
STUD4394,24,Female,Undergraduate,Science,No,10,3,Yes,Art,Beginner,4,No,3,Medium,No,Neutral,Yes,Europe,No
STUD4395,24,Male,Undergraduate,Law,No,7,3,No,Physics,Intermediate,4,No,3,Medium,Yes,Positive,Yes,Europe,No
STUD4402,24,Non-binary,Undergraduate,Engineering,No,3,2,Yes,Computer Science,Advanced,4,Yes,3,Medium,Yes,Neutral,No,Europe,No
STUD4419,24,Non-binary,High School,Arts,No,3,2,Yes,Biology,Advanced,3,No,1,Medium,Yes,Neutral,No,Asia,No
STUD4427,24,Non-binary,Undergraduate,Arts,Yes,4,5,Yes,Math,Beginner,2,Yes,3,High,No,Negative,Yes,Asia,No
STUD4429,24,Female,High School,Business,No,6,2,No,Economics,Beginner,3,No,1,Low,Yes,Positive,No,Oceania,Yes
STUD4432,24,Prefer not to say,High School,Engineering,No,6,1,Yes,Math,Advanced,5,No,1,Medium,Yes,Negative,Yes,Europe,No
STUD4449,24,Non-binary,Postgraduate,Engineering,No,9,5,Yes,History,Beginner,5,No,3,Medium,Yes,Positive,No,Europe,Yes
STUD4459,24,Prefer not to say,Undergraduate,Engineering,Yes,9,5,No,Art,Advanced,4,No,3,High,No,Neutral,No,Europe,Yes
STUD4487,24,Female,High School,Science,Yes,9,1,Yes,Art,Beginner,2,No,5,Low,No,Negative,No,Asia,No
STUD4521,24,Male,High School,Science,No,0,1,No,Art,Intermediate,3,Yes,1,Medium,No,Neutral,No,North America,No
STUD4534,24,Female,High School,Law,No,10,4,Yes,Math,Advanced,5,Yes,5,Low,Yes,Neutral,Yes,Oceania,Yes
STUD4544,24,Prefer not to say,Postgraduate,Business,No,0,4,No,Physics,Intermediate,4,No,3,High,Yes,Negative,No,Oceania,No
STUD4601,24,Male,Postgraduate,Law,No,6,3,No,Math,Beginner,2,Yes,4,Low,Yes,Positive,No,North America,Yes
STUD4645,24,Non-binary,High School,Medicine,Yes,4,5,No,Art,Beginner,1,No,5,High,No,Positive,Yes,Europe,No
STUD4657,24,Male,Undergraduate,Education,No,7,3,Yes,Physics,Beginner,2,Yes,5,High,No,Neutral,No,Oceania,Yes
STUD4668,24,Male,Postgraduate,Medicine,Yes,1,3,Yes,Physics,Advanced,5,Yes,1,High,No,Negative,Yes,Europe,Yes
STUD4686,24,Female,High School,Business,No,7,2,No,Economics,Advanced,4,Yes,2,Medium,Yes,Negative,No,South America,Yes
STUD4699,24,Prefer not to say,Undergraduate,Engineering,Yes,8,1,No,Art,Intermediate,2,Yes,2,Medium,Yes,Negative,No,Asia,Yes
STUD4732,24,Prefer not to say,Postgraduate,Education,Yes,3,4,Yes,Computer Science,Intermediate,5,Yes,3,Medium,Yes,Neutral,Yes,South America,Yes
STUD4756,24,Non-binary,Undergraduate,Education,No,3,2,Yes,Physics,Beginner,2,No,3,Medium,Yes,Positive,No,Asia,No
STUD4766,24,Male,High School,Arts,No,10,5,No,Biology,Advanced,1,No,3,High,No,Neutral,Yes,Oceania,Yes
STUD4832,24,Male,Undergraduate,Arts,No,0,5,No,Art,Beginner,5,Yes,4,Medium,Yes,Positive,Yes,North America,No
STUD4834,24,Male,Undergraduate,Business,No,4,2,No,Art,Intermediate,5,Yes,1,High,Yes,Positive,No,South America,No
STUD4850,24,Male,High School,Engineering,Yes,3,5,No,Math,Intermediate,3,Yes,2,High,Yes,Neutral,Yes,South America,Yes
STUD4860,24,Non-binary,Undergraduate,Medicine,Yes,1,4,Yes,Biology,Beginner,1,Yes,1,Low,No,Positive,No,Africa,Yes
STUD4885,24,Prefer not to say,Undergraduate,Law,Yes,1,5,No,Biology,Intermediate,2,Yes,1,High,No,Negative,No,North America,No
STUD4948,24,Prefer not to say,High School,Business,No,8,1,No,Economics,Advanced,1,Yes,4,Medium,Yes,Neutral,No,Europe,No
STUD4957,24,Male,High School,Law,No,6,1,Yes,Biology,Intermediate,5,No,4,High,No,Negative,Yes,North America,Yes
STUD4978,24,Non-binary,High School,Science,Yes,4,1,Yes,Physics,Beginner,5,Yes,2,High,Yes,Positive,Yes,South America,No
STUD4988,24,Prefer not to say,High School,Science,Yes,10,2,Yes,Biology,Intermediate,1,No,2,Medium,No,Negative,No,Asia,No
STUD0027,25,Male,Undergraduate,Science,Yes,1,2,Yes,History,Advanced,5,Yes,4,High,Yes,Neutral,Yes,Asia,Yes
STUD0030,25,Non-binary,Postgraduate,Engineering,Yes,10,5,Yes,History,Intermediate,2,No,1,Medium,No,Neutral,No,Africa,No
STUD0057,25,Female,Postgraduate,Business,Yes,2,3,No,History,Intermediate,4,Yes,1,High,Yes,Neutral,Yes,South America,No
STUD0059,25,Male,Postgraduate,Law,No,5,2,No,Math,Advanced,4,No,4,Low,No,Neutral,No,Oceania,No
STUD0063,25,Male,Undergraduate,Science,Yes,10,2,Yes,History,Beginner,3,Yes,1,Low,No,Neutral,Yes,Oceania,Yes
STUD0099,25,Non-binary,High School,Education,No,4,5,Yes,Economics,Intermediate,5,Yes,1,Medium,Yes,Positive,Yes,Asia,No
STUD0107,25,Female,High School,Law,Yes,4,3,Yes,Physics,Intermediate,1,Yes,4,High,No,Positive,No,Africa,Yes
STUD0117,25,Female,Postgraduate,Law,Yes,8,2,No,History,Intermediate,3,Yes,4,Low,No,Positive,Yes,Oceania,No
STUD0144,25,Non-binary,Undergraduate,Medicine,Yes,2,5,Yes,History,Advanced,3,Yes,4,Low,Yes,Neutral,No,North America,Yes
STUD0151,25,Male,High School,Law,No,5,3,Yes,Physics,Advanced,5,No,2,Low,Yes,Positive,Yes,North America,No
STUD0176,25,Female,Undergraduate,Science,No,1,3,Yes,Economics,Beginner,4,Yes,1,Low,No,Positive,Yes,Africa,Yes
STUD0201,25,Female,Undergraduate,Arts,Yes,10,2,No,History,Intermediate,5,No,5,High,Yes,Positive,Yes,Africa,No
STUD0208,25,Prefer not to say,Postgraduate,Education,Yes,2,1,No,Physics,Intermediate,2,Yes,5,High,No,Positive,No,Oceania,No
STUD0214,25,Non-binary,Undergraduate,Engineering,No,10,4,Yes,Biology,Advanced,3,Yes,4,High,Yes,Negative,Yes,Asia,No
STUD0217,25,Non-binary,High School,Business,No,8,1,Yes,Computer Science,Intermediate,2,No,5,Medium,Yes,Negative,No,Africa,Yes
STUD0231,25,Male,High School,Medicine,No,5,1,No,Biology,Beginner,3,Yes,3,High,Yes,Negative,No,Asia,No
STUD0239,25,Female,Undergraduate,Science,Yes,7,1,Yes,Art,Intermediate,1,No,2,Low,Yes,Positive,Yes,Oceania,Yes
STUD0259,25,Female,High School,Medicine,No,2,1,Yes,Physics,Beginner,1,Yes,2,Low,Yes,Positive,Yes,Africa,No
STUD0267,25,Non-binary,Undergraduate,Engineering,Yes,6,3,Yes,Art,Beginner,2,No,3,Low,Yes,Neutral,Yes,Oceania,No
STUD0305,25,Male,High School,Education,Yes,5,3,Yes,Computer Science,Advanced,1,No,2,Low,Yes,Positive,Yes,Oceania,No
STUD0319,25,Non-binary,Postgraduate,Education,No,4,2,No,Art,Advanced,1,Yes,3,Medium,Yes,Neutral,No,Asia,No
STUD0320,25,Prefer not to say,Undergraduate,Science,No,5,4,No,Economics,Advanced,5,Yes,5,Medium,No,Positive,Yes,Africa,No
STUD0331,25,Female,Postgraduate,Arts,Yes,4,5,No,Math,Beginner,1,No,1,Low,Yes,Negative,Yes,Europe,No
STUD0342,25,Male,High School,Engineering,Yes,6,2,Yes,Physics,Advanced,5,No,1,Medium,No,Positive,No,South America,No
STUD0343,25,Male,Postgraduate,Business,Yes,7,2,No,Physics,Beginner,4,Yes,1,Low,No,Positive,Yes,Africa,No
STUD0354,25,Prefer not to say,High School,Medicine,Yes,9,1,No,History,Beginner,1,Yes,2,Low,No,Negative,Yes,Africa,No
STUD0362,25,Prefer not to say,Postgraduate,Medicine,Yes,9,5,Yes,Economics,Advanced,5,No,1,Low,Yes,Positive,No,Asia,Yes
STUD0367,25,Male,Undergraduate,Education,No,7,3,No,History,Advanced,3,Yes,5,Low,Yes,Neutral,Yes,Oceania,No
STUD0391,25,Prefer not to say,Undergraduate,Business,No,5,3,Yes,Computer Science,Advanced,3,Yes,2,Low,No,Neutral,No,Oceania,No
STUD0400,25,Female,Postgraduate,Business,Yes,6,3,No,Economics,Advanced,3,Yes,3,High,No,Neutral,Yes,Asia,Yes
STUD0414,25,Female,Undergraduate,Education,Yes,2,4,No,Art,Beginner,4,Yes,4,Medium,Yes,Neutral,No,Europe,No
STUD0429,25,Prefer not to say,High School,Engineering,No,0,4,No,Biology,Beginner,5,Yes,2,Medium,Yes,Neutral,No,Oceania,No
STUD0450,25,Non-binary,Postgraduate,Arts,Yes,1,4,Yes,Physics,Intermediate,3,Yes,2,Medium,Yes,Neutral,Yes,Europe,No
STUD0535,25,Non-binary,Postgraduate,Arts,No,5,2,Yes,Math,Beginner,3,Yes,5,Low,Yes,Neutral,No,North America,No
STUD0568,25,Non-binary,Postgraduate,Business,No,1,3,No,Economics,Beginner,1,Yes,5,Low,Yes,Neutral,Yes,Asia,No
STUD0580,25,Male,Postgraduate,Education,No,10,5,Yes,History,Beginner,2,Yes,3,High,Yes,Positive,Yes,South America,No
STUD0606,25,Prefer not to say,Undergraduate,Science,Yes,1,3,No,Math,Advanced,1,Yes,3,High,Yes,Neutral,No,Oceania,No
STUD0618,25,Male,High School,Law,Yes,4,5,No,Economics,Beginner,3,Yes,2,High,Yes,Negative,No,Europe,No
STUD0688,25,Non-binary,High School,Science,No,0,1,Yes,Art,Beginner,1,No,5,Medium,Yes,Neutral,No,Asia,No
STUD0699,25,Female,Undergraduate,Law,Yes,3,1,Yes,Economics,Intermediate,3,No,2,Medium,No,Neutral,No,North America,Yes
STUD0734,25,Female,Postgraduate,Law,Yes,0,1,Yes,Computer Science,Beginner,2,No,5,Medium,No,Negative,Yes,South America,Yes
STUD0739,25,Male,Undergraduate,Medicine,No,0,4,No,Physics,Advanced,1,Yes,1,Medium,No,Positive,No,South America,Yes
STUD0822,25,Female,Postgraduate,Engineering,Yes,4,3,No,Economics,Intermediate,5,Yes,3,Low,Yes,Neutral,No,Asia,No
STUD0861,25,Non-binary,High School,Science,No,7,5,No,Economics,Intermediate,1,No,5,Medium,Yes,Positive,No,North America,No
STUD0868,25,Prefer not to say,High School,Science,No,3,5,Yes,Math,Beginner,4,No,2,Medium,No,Negative,Yes,South America,No
STUD0892,25,Prefer not to say,High School,Medicine,Yes,1,5,No,Economics,Intermediate,1,Yes,5,Low,Yes,Negative,Yes,Asia,No
STUD0898,25,Non-binary,Postgraduate,Science,No,3,2,No,Computer Science,Advanced,3,No,3,High,No,Positive,No,South America,No
STUD0900,25,Female,Undergraduate,Engineering,Yes,1,1,No,Computer Science,Beginner,2,Yes,2,Low,No,Neutral,Yes,North America,Yes
STUD0911,25,Non-binary,High School,Engineering,No,10,1,No,Physics,Beginner,4,Yes,3,Low,No,Negative,No,Asia,No
STUD0931,25,Female,Undergraduate,Medicine,Yes,9,4,Yes,Art,Beginner,4,Yes,4,High,No,Neutral,No,Europe,Yes
STUD0944,25,Female,High School,Engineering,Yes,8,4,No,Biology,Advanced,3,Yes,2,Medium,No,Negative,No,North America,No
STUD0967,25,Non-binary,Undergraduate,Medicine,No,6,4,Yes,Biology,Intermediate,2,Yes,2,High,No,Negative,Yes,Europe,No
STUD0977,25,Female,High School,Arts,No,1,1,Yes,History,Beginner,5,No,1,Medium,No,Negative,No,Asia,Yes
STUD1000,25,Female,Undergraduate,Science,Yes,5,2,No,Economics,Beginner,2,No,3,Low,Yes,Positive,Yes,Africa,Yes
STUD1074,25,Male,Undergraduate,Law,Yes,10,4,No,Biology,Advanced,4,No,3,Low,Yes,Negative,Yes,North America,No
STUD1078,25,Male,High School,Education,No,4,3,Yes,Economics,Beginner,4,Yes,1,Low,No,Negative,Yes,Asia,Yes
STUD1086,25,Prefer not to say,Postgraduate,Business,No,8,1,No,Biology,Intermediate,4,Yes,5,Medium,No,Neutral,No,Europe,No
STUD1101,25,Prefer not to say,High School,Engineering,Yes,4,4,No,Biology,Intermediate,1,No,5,High,Yes,Negative,Yes,Africa,No
STUD1107,25,Prefer not to say,Undergraduate,Medicine,Yes,0,4,Yes,Computer Science,Beginner,1,Yes,4,Medium,No,Neutral,Yes,North America,Yes
STUD1116,25,Female,Undergraduate,Arts,No,4,1,Yes,Math,Intermediate,1,No,4,Medium,Yes,Negative,No,Oceania,No
STUD1117,25,Prefer not to say,Postgraduate,Business,No,10,3,Yes,Physics,Advanced,2,Yes,5,Low,No,Positive,No,North America,No
STUD1121,25,Non-binary,Postgraduate,Business,Yes,2,4,Yes,History,Advanced,5,Yes,4,Low,No,Negative,Yes,North America,Yes
STUD1130,25,Non-binary,Undergraduate,Science,Yes,8,5,No,Economics,Beginner,2,Yes,4,Low,Yes,Neutral,No,North America,No
STUD1162,25,Male,Undergraduate,Education,Yes,2,2,Yes,Computer Science,Intermediate,1,No,3,Low,Yes,Positive,No,Africa,No
STUD1178,25,Non-binary,Undergraduate,Law,No,6,2,No,Biology,Intermediate,2,Yes,1,High,Yes,Positive,Yes,Africa,Yes
STUD1188,25,Non-binary,Undergraduate,Arts,Yes,5,1,No,Biology,Advanced,4,Yes,3,Medium,Yes,Positive,Yes,Asia,No
STUD1205,25,Prefer not to say,Postgraduate,Business,No,0,1,Yes,Physics,Beginner,4,No,2,Low,Yes,Neutral,Yes,Africa,Yes
STUD1222,25,Non-binary,Postgraduate,Medicine,Yes,2,1,Yes,Biology,Advanced,4,No,4,Medium,Yes,Neutral,No,Europe,No
STUD1238,25,Male,Undergraduate,Law,No,8,4,No,Biology,Beginner,3,No,5,Medium,Yes,Negative,Yes,North America,Yes
STUD1246,25,Female,Undergraduate,Medicine,No,7,4,No,Biology,Intermediate,3,No,1,Low,Yes,Positive,Yes,Africa,No
STUD1262,25,Prefer not to say,High School,Engineering,No,7,1,No,Math,Advanced,3,Yes,5,Medium,No,Positive,Yes,Africa,Yes
STUD1270,25,Prefer not to say,Undergraduate,Arts,No,1,2,No,Art,Intermediate,4,No,4,High,Yes,Negative,Yes,Oceania,Yes
STUD1330,25,Prefer not to say,High School,Engineering,No,3,3,No,Physics,Beginner,5,No,3,Medium,No,Positive,Yes,Asia,No
STUD1336,25,Male,Postgraduate,Science,No,8,2,Yes,Art,Beginner,1,No,1,Medium,Yes,Positive,No,Oceania,Yes
STUD1356,25,Prefer not to say,Undergraduate,Science,No,4,3,No,Art,Intermediate,4,Yes,1,High,No,Positive,Yes,South America,No
STUD1381,25,Male,Postgraduate,Business,Yes,6,3,Yes,Math,Intermediate,1,Yes,5,Low,No,Negative,No,Asia,Yes
STUD1416,25,Prefer not to say,High School,Law,Yes,1,4,Yes,Computer Science,Intermediate,5,No,1,Low,Yes,Neutral,No,Asia,Yes
STUD1422,25,Non-binary,High School,Medicine,Yes,1,3,No,Math,Advanced,5,Yes,3,High,No,Positive,No,North America,No
STUD1446,25,Male,Postgraduate,Arts,No,4,1,Yes,Economics,Beginner,2,No,3,High,No,Positive,Yes,South America,No
STUD1455,25,Male,Postgraduate,Arts,Yes,6,5,No,History,Advanced,3,Yes,1,Medium,Yes,Positive,No,Asia,No
STUD1461,25,Prefer not to say,Undergraduate,Law,No,3,2,Yes,Math,Intermediate,1,No,2,Low,Yes,Negative,Yes,Africa,No
STUD1465,25,Female,Undergraduate,Science,Yes,9,3,Yes,History,Beginner,3,No,5,Low,No,Neutral,Yes,Europe,Yes
STUD1491,25,Non-binary,High School,Business,Yes,10,3,Yes,Biology,Beginner,4,No,5,Low,Yes,Positive,Yes,South America,Yes
STUD1506,25,Prefer not to say,Postgraduate,Engineering,No,1,4,Yes,Physics,Advanced,5,No,5,Medium,Yes,Positive,Yes,Asia,Yes
STUD1543,25,Female,Undergraduate,Engineering,No,7,1,Yes,Art,Advanced,5,No,1,High,No,Negative,No,Europe,Yes
STUD1549,25,Male,High School,Law,Yes,8,4,Yes,Economics,Advanced,4,No,1,High,Yes,Positive,Yes,Africa,No
STUD1559,25,Prefer not to say,Postgraduate,Engineering,No,6,5,No,Math,Intermediate,5,No,2,Low,Yes,Positive,No,Africa,No
STUD1561,25,Non-binary,Postgraduate,Engineering,No,9,1,No,History,Advanced,4,No,1,Low,Yes,Positive,Yes,Asia,No
STUD1569,25,Prefer not to say,Postgraduate,Engineering,Yes,8,3,Yes,Physics,Beginner,2,No,5,Low,No,Negative,No,Oceania,No
STUD1574,25,Male,Undergraduate,Law,Yes,4,2,Yes,Economics,Advanced,2,Yes,5,Low,Yes,Positive,Yes,Asia,Yes
STUD1594,25,Prefer not to say,Postgraduate,Science,Yes,2,5,Yes,Biology,Advanced,3,Yes,4,Low,Yes,Neutral,No,Africa,Yes
STUD1599,25,Non-binary,High School,Medicine,No,1,1,Yes,Economics,Intermediate,2,Yes,4,Medium,No,Negative,Yes,North America,Yes
STUD1601,25,Non-binary,High School,Law,No,6,4,Yes,Economics,Beginner,5,No,1,Medium,No,Negative,No,Oceania,No
STUD1607,25,Non-binary,Undergraduate,Business,No,0,3,No,History,Beginner,5,Yes,3,Low,Yes,Positive,Yes,South America,No
